Category,CptNo,Range,Center,Latitude,Longitude,Species,Date,Quantity(kg)
cpt,Gj nbd-1552,Rajpipla,Rajpipla,21.815938,73.565226,Aegle marmelos - બીલી,2026-04-24,8
cpt,Gj nbd-1459,Rajpipla,Rajpipla,21.815938,73.565226,"Dolichandron falcata - મટરસીંગ, મેઢસીંગ",2026-04-24,12
cpt,Gj nbd-1015,Rajpipla,Rajpipla,21.799224,73.554431,Aegle marmelos - બીલી,2026-04-24,9.8
cpt,Gj nbd-1590,Rajpipla,Rajpipla,21.799111,73.554508,Aegle marmelos - બીલી,2026-04-24,7.9
cpt,Gj nbd-1254,Rajpipla,Rajpipla,21.642685,73.571353,Sterculia urens - કડાયો,2026-04-29,2.8
cpt,Gj nbd-310,Rajpipla,Rajpipla,21.85823,73.524607,Sterculia urens - કડાયો,2026-05-04,3.8
cpt,Gj nbd-311,Rajpipla,Rajpipla,21.857485,73.518912,Sterculia urens - કડાયો,2026-05-04,4.2
cpt,Gj nbd-903,Rajpipla,Rajpipla,21.807818,73.550784,Acacia catechu - ખેર,2026-04-24,0.6
cpt,Gj nbd-914,Rajpipla,Rajpipla,21.818557,73.545965,Ailanthus excelsa - અરડૂસો,2026-04-24,0.5
cpt,Gj nbd-104,Rajpipla,Rajpipla,21.511018,73.666744,Sterculia urens - કડાયો,2026-04-29,3
cpt,Gj nbd-107,Rajpipla,Rajpipla,21.511202,73.666935,Sterculia urens - કડાયો,2026-04-29,2.2
cpt,Gj nbd-1410,Rajpipla,Rajpipla,21.81736,73.385803,Cordia dichotoma - મોટા ગુંદા,2026-05-07,24
cpt,BCR 265,Rajpipla,Motiya,21.585288,73.426858,Acacia catechu - ખેર,2026-05-02,2
cpt,BCR 264,Rajpipla,Motiya,21.58503,73.426128,Acacia catechu - ખેર,2026-05-02,2.5
cpt,BCR 768,Rajpipla,Motiya,21.728215,73.195397,Bridelia squamosa - એકલકાંટો,2026-01-24,8
cpt,NBD 208,Rajpipla,Motiya,21.654924,73.862967,Terminalia chebula - હરડે,2026-04-11,12.4
cpt,BCR 749,Rajpipla,Motiya,21.583883,73.41481,Emblica officinalis - આમળા,2026-03-24,0.23
cpt,BCR 305,Rajpipla,Motiya,21.579674,73.411238,Acacia catechu - ખેર,2026-02-21,2.4
cpt,BCR 531,Rajpipla,Motiya,21.58535,73.414285,"Dolichandron falcata - મટરસીંગ, મેઢસીંગ",2026-03-26,1.3
cpt,BCR 538,Rajpipla,Motiya,21.560147,73.40087,"Dolichandron falcata - મટરસીંગ, મેઢસીંગ",2026-03-26,2
cpt,BCR 371,Rajpipla,Motiya,21.583893,73.41375,Terminalia arjuna - અર્જુન સાદડ,2026-04-15,6
cpt,BCR 498,Rajpipla,Motiya,21.58359,73.41476,Terminalia arjuna - અર્જુન સાદડ,2026-04-15,10
cpt,BCR 423,Rajpipla,Motiya,21.584032,73.414069,Terminalia arjuna - અર્જુન સાદડ,2026-04-15,8
cpt,NBD 1361,Rajpipla,Motiya,21.655304,73.86221,Terminalia chebula - હરડે,2026-04-11,14
cpt,NBD 1364,Rajpipla,Motiya,21.654953,73.862543,Terminalia chebula - હરડે,2026-04-11,13.5
cpt,NBD 1362,Rajpipla,Motiya,21.655316,73.862305,Terminalia chebula - હરડે,2026-04-11,12.5
cpt,BCR 644,Rajpipla,Motiya,21.584547,73.421314,Lagerstoemia parviflora - બોન્ડારા,2026-04-13,6
cpt,BCR 441,Rajpipla,Motiya,21.587256,73.411868,Lagerstoemia microcarpa - નાના બોન્ડારા,2026-04-13,5
cpt,BCR 415,Rajpipla,Motiya,21.585215,73.41846,Dalbergia latifolia - સીસમ,2026-04-07,1.2
cpt,BCR 699,Rajpipla,Motiya,21.585215,73.41846,"Flacourtia indica - ગરગુગળ, રેકલી",2026-04-07,0.7
cpt,BCR 225,Rajpipla,Motiya,21.579112,73.413413,Gmelina arborea - સેવન,2026-04-10,1.5
cpt,BCR 542,Rajpipla,Motiya,21.585173,73.415713,Dalbergia latifolia - સીસમ,2026-04-08,2
cpt,BCR 471,Rajpipla,Motiya,21.587545,73.411882,Dalbergia latifolia - સીસમ,2026-04-08,3
cpt,BCR 291,Rajpipla,Motiya,21.587336,73.411994,Petrocarpus marsupium - બીયો,2026-04-08,2.8
cpt,BCR 292,Rajpipla,Motiya,21.587837,73.412292,Holoptelia integrifolia - પલપલીયો,2026-04-08,2
cpt,BCR 249,Rajpipla,Motiya,21.584005,73.407433,Terminalia bellarica - બહેડા,2026-04-08,10
cpt,BCR 438,Rajpipla,Motiya,21.587844,73.409116,Dalbergia latifolia - સીસમ,2026-04-07,1.5
cpt,BCR 331,Rajpipla,Motiya,21.590088,73.413087,Dalbergia latifolia - સીસમ,2026-04-07,4
cpt,BCR 756,Rajpipla,Motiya,21.638889,73.354772,Thespesia populnea - પારસ પીપળો,2026-04-04,1
cpt,BCR 713,Rajpipla,Motiya,21.605222,73.310328,Thespesia populnea - પારસ પીપળો,2026-04-04,1.3
cpt,BCR 757,Rajpipla,Motiya,21.637767,73.354825,Sapindus trifoliatus - અરીઠા,2026-04-04,11
cpt,BCR 105,Rajpipla,Motiya,21.619495,73.426178,Sapindus trifoliatus - અરીઠા,2026-04-02,10.7
cpt,BCR 533,Rajpipla,Motiya,21.565945,73.4437,Sapindus trifoliatus - અરીઠા,2026-04-02,12.7
cpt,BCR 389,Rajpipla,Motiya,21.583615,73.423342,Diospyros melanoxylon - ટીમરૂ,2026-04-02,1.5
cpt,BCR 607,Rajpipla,Motiya,21.581313,73.426083,Haldina cordifolia - હલ્દુ,2026-04-02,1
cpt,BCR 663,Rajpipla,Motiya,21.57798,73.41457,Terminalia arjuna - અર્જુન સાદડ,2026-04-03,7
cpt,BCR 700,Rajpipla,Motiya,21.593723,73.41725,Desmodium oojeinensis - તણછ,2026-04-01,7
cpt,BCR 591,Rajpipla,Motiya,21.576995,73.401707,Albizia procera - કિલાઈ,2026-04-01,2.5
cpt,BCR 590,Rajpipla,Motiya,21.577349,73.403656,Holoptelia integrifolia - પલપલીયો,2026-04-01,2.5
cpt,BCR 707,Rajpipla,Motiya,21.574143,73.425392,Mallotus phillipinensis - કંપીલો,2026-03-25,7
cpt,BCR 110,Rajpipla,Motiya,21.58179,73.421127,Haldina cordifolia - હલ્દુ,2026-03-25,0.45
cpt,BCR 239,Rajpipla,Motiya,21.57981,73.412598,Mitragyna parvifolia - કલમ,2026-03-24,2
cpt,BCR 427,Rajpipla,Motiya,21.582532,73.412552,Mitragyna parvifolia - કલમ,2026-03-24,2
cpt,BCR 646,Rajpipla,Motiya,21.605342,73.310387,Terminalia tomentosa - દેશી સાદડ,2026-03-23,10
cpt,BCR 647,Rajpipla,Motiya,21.583994,73.406631,Albizia odoratissima - કાળો સીરસ,2026-02-21,5.6
cpt,BCR 769,Rajpipla,Motiya,21.58503,73.43351,"Acacia ferruginea -કાંટી, સોન ખેર",2026-02-10,2
cpt,Gj nbd-1620,Rajpipla,Rajpipla,21.838443,73.490017,Mangifera indica - આંબો (Wild),2026-05-20,15.8
cpt,Gj nbd-837,Rajpipla,Rajpipla,21.863127,73.498118,Saraca indica - અશોક,2026-05-20,11
cpt,Gj nbd-707,Rajpipla,Rajpipla,21.609729,73.636526,Albizia lebbeck - સીરસ,2026-03-16,2.8
cpt,Gj nbd-685,Rajpipla,Rajpipla,21.867818,73.502718,Mimusops hexandra - બોરસલ્લી,2026-05-04,2
cpt,Gj nbd-684,Rajpipla,Rajpipla,21.857418,73.519996,Mimusops hexandra - બોરસલ્લી,2026-03-05,2.5
cpt,Gj nbd-828,Rajpipla,Rajpipla,21.910824,73.723466,Dalbergia sissoo - સીસુ,2026-02-26,0.9
cpt,BCR 181,Rajpipla,Motiya,21.612609,73.438967,Manilkara hexandra - રાયણ,2026-04-22,2.6
cpt,BCR 765,Rajpipla,Motiya,21.591478,73.421848,Pongamia pinnata - કરંજ,2026-04-16,16.5
cpt,BCR 677,Rajpipla,Motiya,21.591234,73.422568,Petrocarpus marsupium - બીયો,2026-04-16,3
cpt,BCR 461,Rajpipla,Motiya,21.58166,73.441282,Dalbergia latifolia - સીસમ,2026-04-16,7.5
cpt,BCR 277,Rajpipla,Motiya,21.58079,73.427187,Haldina cordifolia - હલ્દુ,2026-04-16,1.5
cpt,BCR 279,Rajpipla,Motiya,21.580907,73.427159,Haldina cordifolia - હલ્દુ,2026-04-16,0.4
cpt,BCR 310,Rajpipla,Motiya,21.584048,73.414667,Emblica officinalis - આમળા,2026-04-16,0.15
cpt,BCR 499,Rajpipla,Motiya,21.583638,73.414935,Emblica officinalis - આમળા,2026-04-16,0.25
cpt,BCR 652,Rajpipla,Motiya,21.57975,73.410402,Emblica officinalis - આમળા,2026-04-16,8
cpt,BCR 436,Rajpipla,Motiya,21.591165,73.413114,Emblica officinalis - આમળા,2026-04-16,11
cpt,BCR 198,Rajpipla,Motiya,21.5809,73.412824,Terminalia bellarica - બહેડા,2026-04-16,13
cpt,BCR 584,Rajpipla,Rajpipla,21.578101,73.412282,"Hymenodictyon orixense - ભમ્મરછાલ, મધ મહુડો",2026-04-15,1
cpt,BCR 372,Rajpipla,Motiya,21.580951,73.412854,Terminalia bellarica - બહેડા,2026-04-15,10
cpt,BCR 130,Rajpipla,Motiya,21.579937,73.413419,Terminalia bellarica - બહેડા,2026-04-15,11
cpt,BCR 362,Rajpipla,Motiya,21.583463,73.407656,Oroxylum indicum - ટેટુ,2026-05-26,1.8
cpt,BCR 502,Rajpipla,Motiya,21.579818,73.407867,"Hymenodictyon orixense - ભમ્મરછાલ, મધ મહુડો",2026-05-15,0.92
cpt,BCR 503,Rajpipla,Motiya,21.579754,73.407745,"Hymenodictyon orixense - ભમ્મરછાલ, મધ મહુડો",2026-04-15,0.9
cpt,BCR 548,Rajpipla,Motiya,21.586042,73.402986,Diospyros melanoxylon - ટીમરૂ,2026-04-14,1.8
cpt,BCR 704,Rajpipla,Motiya,21.592688,73.413937,Tamarindus indica - ખાટી આંબલી,2026-04-14,3
cpt,BCR 691,Rajpipla,Motiya,21.75581,73.207132,Terminalia arjuna - અર્જુન સાદડ,2026-04-10,3
cpt,BCR 690,Rajpipla,Motiya,21.755509,73.207157,Terminalia arjuna - અર્જુન સાદડ,2026-04-10,4
cpt,BCR 767,Rajpipla,Motiya,21.723924,73.184766,Diospyros chlororylon - નીનાઈ,2026-04-10,1.5
cpt,BCR 685,Rajpipla,Motiya,21.591855,73.415147,Buchanania lanzan - ચારોલી,2026-04-17,3
cpt,BCR 370,Rajpipla,Motiya,21.583827,73.415595,Acacia catechu - ખેર,2026-04-07,3
cpt,BCR 419,Rajpipla,Motiya,21.584727,73.418586,Diospyros melanoxylon - ટીમરૂ,2026-04-14,1.5
cpt,BCR 367,Rajpipla,Motiya,21.586162,73.422815,Petrocarpus marsupium - બીયો,2026-04-16,4.5
cpt,BCR 708,Rajpipla,Motiya,21.574215,73.42529,Diospyros melanoxylon - ટીમરૂ,2026-03-25,1.5
cpt,BCR 536,Rajpipla,Motiya,21.552824,73.398665,Diospyros melanoxylon - ટીમરૂ,2026-03-26,1.8
cpt,BCR 213,Rajpipla,Motiya,21.587182,73.411049,Terminalia bellarica - બહેડા,2026-04-08,9
cpt,BCR 447,Rajpipla,Motiya,21.58737,73.411538,Terminalia bellarica - બહેડા,2026-04-08,14
cpt,BCR 500,Rajpipla,Motiya,21.579926,73.410451,Terminalia bellarica - બહેડા,2026-04-15,8.5
cpt,BCR 361,Rajpipla,Motiya,21.583048,73.407418,Terminalia bellarica - બહેડા,2026-04-15,10
cpt,BCR 457,Rajpipla,Motiya,21.583158,73.407396,Terminalia bellarica - બહેડા,2026-04-15,9
cpt,BCR 741,Rajpipla,Motiya,21.589388,73.410712,Dalbergia latifolia - સીસમ,2026-04-16,2
cpt,BCR 180,Rajpipla,Motiya,21.612251,73.439008,Erythrina Suberosa - ઝાંગરીયો ખાખરો,2026-04-22,2
cpt,BCR 178,Rajpipla,Motiya,21.613483,73.4368,Pongamia pinnata - કરંજ,2026-04-22,12
cpt,BCR 38,Rajpipla,Motiya,21.60013,73.426357,Sapindus trifoliatus - અરીઠા,2026-04-22,8
cpt,PMS 630,Rajpipla,Motiya,21.58923,73.416634,Anogeissus sericea var. Sericea - અદ્રખ - આંદ્રખ,2026-04-24,4
cpt,BCR 555,Rajpipla,Motiya,21.588535,73.416928,Aegle marmelos - બીલી,2026-05-07,20
cpt,BCR 554,Rajpipla,Motiya,21.588719,73.416947,Aegle marmelos - બીલી,2026-05-07,20
cpt,BCR 332,Rajpipla,Motiya,21.588854,73.410734,Soymida febrifuga - રોહણ,2026-05-07,2
cpt,BCR 472,Rajpipla,Motiya,21.588704,73.410685,Soymida febrifuga - રોહણ,2026-05-09,2.5
cpt,BCR 740,Rajpipla,Motiya,21.590242,73.412898,Soymida febrifuga - રોહણ,2026-05-12,2
cpt,BCR 221,Rajpipla,Motiya,21.582015,73.412363,Lannea coromandelica - મોદળ,2026-04-27,1
cpt,BCR 630,Rajpipla,Motiya,21.581354,73.412732,Lannea coromandelica - મોદળ,2026-04-27,1
cpt,BCR 139,Rajpipla,Motiya,21.581325,73.412662,Heterophragma quadriculare - વરસ,2026-04-28,1
cpt,BCR 737,Rajpipla,Motiya,21.601172,73.458287,Ailanthus excelsa - અરડૂસો,2026-05-05,2
cpt,BCR 692,Rajpipla,Motiya,21.722592,73.187143,Ixora pavetta - नेवरी,2026-05-08,0.5
cpt,BCR 693,Rajpipla,Motiya,21.725252,73.18376,Alangium salvifolium - આંકોલ,2026-05-08,4.5
cpt,BCR 689,Rajpipla,Motiya,21.757698,73.209387,Ailanthus excelsa - અરડૂસો,2026-05-08,2
cpt,BCR 746,Rajpipla,Motiya,21.68099,72.757736,Adansonia digitata - રૂખડો,2026-05-10,5
cpt,BCR 747,Rajpipla,Motiya,21.68096,72.758555,Adansonia digitata - રૂખડો,2026-05-10,4
cpt,BCR 682,Rajpipla,Motiya,21.582943,72.758555,Trewia polycarpa - પેટાર,2026-05-11,1
cpt,BCR 551,Rajpipla,Motiya,21.589223,73.410513,Grewia asiatica - ધામણ,2026-05-13,3
cpt,BCR 97,Rajpipla,Motiya,21.614908,73.420568,Sterculia urens - કડાયો,2026-05-14,0.9
cpt,BCR 95,Rajpipla,Motiya,21.61498,73.420467,Sterculia urens - કડાયો,2026-05-14,1
cpt,BCR 100,Rajpipla,Motiya,21.61516,73.421395,Sterculia urens - કડાયો,2026-05-14,1
cpt,BCR 667,Rajpipla,Motiya,21.600475,73.427903,Boswellia serrata - સલાઈ ગુગળ,2026-05-14,1
cpt,NBD ,Rajpipla,Motiya,21.908787,73.492227,Cordia gharaf - ગુંદી,2026-05-14,3
cpt,NBD 1369,Rajpipla,Motiya,21.652002,73.848992,Sterculia colorata - કોદારો,2026-05-15,2
cpt,NBD 1233,Rajpipla,Motiya,21.646322,73.828215,Sterculia colorata - કોદારો,2026-05-15,2
cpt,NBD 646,Rajpipla,Motiya,21.646026,73.821143,Sterculia colorata - કોદારો,2026-05-15,2
cpt,NBD 631,Rajpipla,Motiya,21.646028,73.821143,Bauhinia purpurea - સફેદ કંચનાર,2026-05-15,0.13
cpt,PMS. 1639,Rajpipla,Rajpipla,23.221907,73.593082,Dalbergia latifolia - સીસમ,2026-05-22,2
cpt,PMS. 1446,Rajpipla,Rajpipla,23.287742,73.719361,Ficus benghalensis - વડ,2026-05-22,2
cpt,PMS. 1694,Rajpipla,Rajpipla,22.846401,73.730181,Mallotus phillipinensis - કંપીલો,2026-05-26,1
cpt,BCR 617,Rajpipla,Motiya,21.632753,73.36512,Mimusops hexandra - બોરસલ્લી,2026-05-20,0.59
cpt,BCR 672,Rajpipla,Motiya,21.632128,73.365192,Mimusops hexandra - બોરસલ્લી,2026-05-20,0.55
cpt,BCR 755,Rajpipla,Motiya,21.599203,73.36528,Pterocarpus santalinus - રક્ત ચંદન,2026-05-20,2
cpt,BCR 621,Rajpipla,Motiya,21.581528,73.350885,Mimusops hexandra - બોરસલ્લી,2026-05-20,0.62
cpt,BCR 530,Rajpipla,Motiya,22.3072,73.239492,Ficus benghalensis - વડ,2026-05-22,1
cpt,BCR 714,Rajpipla,Motiya,21.604785,73.308657,Cordia dichotoma - મોટા ગુંદા,2026-05-22,7
cpt,BCR 759,Rajpipla,Motiya,21.578135,73.314658,Cordia dichotoma - મોટા ગુંદા,2026-05-25,6
cpt,BCR 437,Rajpipla,Motiya,21.587468,73.409367,Miliusa tomentosa - ઉંભ,2026-05-26,1
cpt,BCR 333,Rajpipla,Motiya,21.588902,73.410757,Miliusa tomentosa - ઉંભ,2026-05-26,1
cpt,BCR 445,Rajpipla,Motiya,21.587363,73.412047,Miliusa tomentosa - ઉંભ,2026-05-26,1
cpt,BCR 330,Rajpipla,Motiya,21.588944,73.4106,Miliusa tomentosa - ઉંભ,2026-05-26,1
cpt,BCR 706,Rajpipla,Motiya,21.574578,73.426208,Melia dubia - લીમ્બાડો,2026-05-29,6.5
cpt,Gj nbd-1622,Rajpipla,Rajpipla,21.859452,73.69152,Thespesia populnea - પારસ પીપળો,2026-05-23,3
cpt,Gj-nbd-27,Rajpipla,Rajpipla,21.874661,73.583846,Manilkara hexandra - રાયણ,2026-05-20,2.1
cpt,Gj-nbd-26,Rajpipla,Rajpipla,21.87471,73.584058,Manilkara hexandra - રાયણ,2026-05-20,1.8
cpt,Gj nbd-1517,Rajpipla,Rajpipla,22.028491,73.613395,Soymida febrifuga - રોહણ,2026-05-26,2.2
cpt,Gj nbd-1519,Rajpipla,Rajpipla,22.028289,73.612629,Soymida febrifuga - રોહણ,2026-05-26,2.4
cpt,Gj nbd-1518,Rajpipla,Rajpipla,22.028308,73.613653,Soymida febrifuga - રોહણ,2026-05-26,1.8
cpt,Gj nbd-1211,Rajpipla,Rajpipla,21.889227,73.672261,Adansonia digitata - રૂખડો,2026-05-23,7
cpt,Gj nbd-1212,Rajpipla,Rajpipla,21.889255,73.672308,Adansonia digitata - રૂખડો,2026-05-23,9
cpt,Gj nbd-672,Rajpipla,Rajpipla,21.880548,73.488571,Limonia acidissima - કોઠી,2026-05-25,2.9
cpt,Gj nbd-594,Rajpipla,Rajpipla,21.911355,73.350109,Tamarindus indica - ખાટી આંબલી,2026-05-27,9
cpt,Gj nbd-1197,Rajpipla,Rajpipla,21.882633,73.486532,Tamarindus indica - ખાટી આંબલી,2026-05-27,7
cpt,Gj nbd-599,Rajpipla,Rajpipla,21.834184,73.332563,Limonia acidissima - કોઠી,2026-05-29,3.2
cpt,Gj nbd-598,Rajpipla,Rajpipla,21.835419,73.330262,Limonia acidissima - કોઠી,2026-06-29,3.5
cpt,Gj nbd-595,Rajpipla,Rajpipla,21.838278,73.37177,Limonia acidissima - કોઠી,2026-06-29,2.9
cpt,BCR 761,Rajpipla,Motiya,21.592643,73.418853,Boswellia serrata - સલાઈ ગુગળ,2026-06-01,1
cpt,BCR 532,Rajpipla,Motiya,21.568102,73.444418,Manilkara hexandra - રાયણ,2026-05-29,1
cpt,BCR 179,Rajpipla,Motiya,21.613097,73.437168,Anacardium occidentale - કાજુ,2026-05-21,5
cpt,BCR 684,Rajpipla,Motiya,21.59218,73.416948,Semecarpus anacardium - ભીલામો,2026-06-01,5
cpt,BCR 661,Rajpipla,Motiya,21.58131,73.412417,Lannea coromandelica - મોદળ,2026-04-28,1.5
cpt,NBD 544,Rajpipla,Motiya,21.614683,73.633028,Cassine albens - ભુટાકો,2026-06-03,4.5
cpt,NBD 1309,Rajpipla,Motiya,21.755775,73.677283,Dillenia pentagyna - કરમલ,2026-06-03,145
cpt,NBD 718,Rajpipla,Motiya,21.614628,73.634577,"Acacia ferruginea -કાંટી, સોન ખેર",2026-06-02,2
cpt,BCR 315,Rajpipla,Motiya,21.584358,73.418375,Petrocarpus marsupium - બીયો,2026-06-04,5
cpt,BCR 368,Rajpipla,Motiya,21.585432,73.42007,Bridelia retusa - આશન,2026-06-04,4
cpt,BCR 777,Rajpipla,Motiya,21.58852,73.412196,Albizia odoratissima - કાળો સીરસ,2026-06-04,2
cpt,BCR 753,Rajpipla,Motiya,21.589293,73.422623,Albizia procera - કિલાઈ,2026-06-04,3
cpt,BCR 778,Rajpipla,Motiya,21.588106,73.41399,Albizia lebbeck - સીરસ,2026-06-04,3
cpt,BCR 773,Rajpipla,Motiya,21.58858,73.426065,Kydia calycina - વારીંગ,2026-06-04,2
cpt,BCR 321,Rajpipla,Motiya,21.584477,73.418397,Petrocarpus marsupium - બીયો,2026-06-04,3
cpt,BCR 518,Rajpipla,Motiya,21.692723,73.449208,Schleichera oleosa - કુસુમ,2026-06-03,5
cpt,BCR 519,Rajpipla,Motiya,21.687369,73.443113,Schleichera oleosa - કુસુમ,2026-06-03,5.5
cpt,BCR 203,Rajpipla,Motiya,21.58358,73.413509,Mitragyna parvifolia - કલમ,2026-06-03,2
cpt,BCR 550,Rajpipla,Motiya,21.589412,73.407357,Dalbergia latifolia - સીસમ,2026-06-05,4
cpt,BCR 202,Rajpipla,Motiya,21.583652,73.41333,Mitragyna parvifolia - કલમ,2026-06-05,2
cpt,BCR 780,Rajpipla,Motiya,21.58254,73.408163,Ehretia aspera - તંબોડિયો,2026-06-05,0.5
cpt,BCR 522,Rajpipla,Motiya,21.637261,73.364817,Cassia fistula - ગરમાળો,2026-06-05,7
cpt,BCR 578,Rajpipla,Motiya,21.583912,73.414525,Emblica officinalis - આમળા,2026-06-05,5
cpt,BCR 568,Rajpipla,Motiya,21.582918,73.417212,Dalbergia paniculata - પતરાલી,2026-06-05,3
cpt,BCR 750,Rajpipla,Motiya,21.58382,73.416532,Gmelina arborea - સેવન,2026-06-05,7
cpt,BCR 297,Rajpipla,Motiya,21.585264,73.408681,Mitragyna parvifolia - કલમ,2026-06-05,2